,Time,State,Site,Gender,Population,Death
585,2010,New York, Myeloma, Female,10010668,357
586,2010,New York, Myeloma, Male,9389210,358
587,2010,North Carolina, Breast, Female,4904253,1334
588,2010,North Carolina, Breast, Male,4670070,0
589,2010,North Carolina, Larynx, Female,4904253,22
590,2010,North Carolina, Larynx, Male,4670070,102
591,2010,North Carolina, Liver, Female,4904253,86
592,2010,North Carolina, Liver, Male,4670070,317
593,2010,North Carolina, Myeloma, Female,4904253,171
594,2010,North Carolina, Myeloma, Male,4670070,192
595,2010,North Dakota, Breast, Female,333639,101
596,2010,North Dakota, Breast, Male,341076,0
597,2010,North Dakota, Larynx, Female,333639,0
598,2010,North Dakota, Liver, Male,341076,0
599,2010,North Dakota, Myeloma, Female,333639,0
600,2010,North Dakota, Myeloma, Male,341076,0
601,2010,Ohio, Breast, Female,5905238,1793
602,2010,Ohio, Breast, Male,5634098,20
603,2010,Ohio, Larynx, Female,5905238,35
604,2010,Ohio, Larynx, Male,5634098,148
605,2010,Ohio, Liver, Female,5905238,141
606,2010,Ohio, Liver, Male,5634098,381
607,2010,Ohio, Myeloma, Female,5905238,227
608,2010,Ohio, Myeloma, Male,5634098,243
609,2010,Oklahoma, Breast, Female,1899634,554
610,2010,Oklahoma, Larynx, Female,1899634,0
611,2010,Oklahoma, Larynx, Male,1860310,37
612,2010,Oklahoma, Liver, Female,1899634,61
613,2010,Oklahoma, Liver, Male,1860310,114
614,2010,Oklahoma, Myeloma, Female,1899634,61
615,2010,Oklahoma, Myeloma, Male,1860310,84
616,2010,Oregon, Breast, Female,1938425,555
617,2010,Oregon, Breast, Male,1899066,0
618,2010,Oregon, Larynx, Male,1899066,28
619,2010,Oregon, Liver, Female,1938425,39
620,2010,Oregon, Liver, Male,1899066,149
621,2010,Oregon, Myeloma, Female,1938425,61
622,2010,Oregon, Myeloma, Male,1899066,81
623,2010,Pennsylvania, Breast, Female,6515181,2090
624,2010,Pennsylvania, Breast, Male,6195979,17
625,2010,Pennsylvania, Larynx, Female,6515181,36
626,2010,Pennsylvania, Larynx, Male,6195979,135
627,2010,Pennsylvania, Liver, Female,6515181,180
628,2010,Pennsylvania, Liver, Male,6195979,471
629,2010,Pennsylvania, Myeloma, Female,6515181,299
630,2010,Pennsylvania, Myeloma, Male,6195979,283
631,2010,Puerto Rico, Breast, Female,1938743,412
632,2010,Puerto Rico, Larynx, Male,1782782,34
633,2010,Puerto Rico, Liver, Female,1938743,85
634,2010,Puerto Rico, Liver, Male,1782782,165
635,2010,Puerto Rico, Myeloma, Female,1938743,42
636,2010,Puerto Rico, Myeloma, Male,1782782,65
637,2010,Rhode Island, Breast, Female,544685,139
638,2010,Rhode Island, Larynx, Female,544685,0
639,2010,Rhode Island, Larynx, Male,509274,0
640,2010,Rhode Island, Liver, Female,544685,0
641,2010,Rhode Island, Liver, Male,509274,38
642,2010,Rhode Island, Myeloma, Female,544685,25
643,2010,Rhode Island, Myeloma, Male,509274,22
644,2010,South Carolina, Breast, Female,2380818,643
645,2010,South Carolina, Larynx, Female,2380818,20
646,2010,South Carolina, Larynx, Male,2254831,65
647,2010,South Carolina, Liver, Female,2380818,54
648,2010,South Carolina, Liver, Male,2254831,166
649,2010,South Carolina, Myeloma, Female,2380818,91
650,2010,South Carolina, Myeloma, Male,2254831,88
651,2010,South Dakota, Breast, Female,407732,103
652,2010,South Dakota, Breast, Male,408434,0
653,2010,South Dakota, Larynx, Female,407732,0
654,2010,South Dakota, Liver, Male,408434,21
655,2010,South Dakota, Myeloma, Female,407732,19
656,2010,South Dakota, Myeloma, Male,408434,0
657,2010,Tennessee, Breast, Female,3257465,876
658,2010,Tennessee, Breast, Male,3097846,0
659,2010,Tennessee, Larynx, Female,3257465,24
660,2010,Tennessee, Larynx, Male,3097846,71
661,2010,Tennessee, Liver, Female,3257465,86
662,2010,Tennessee, Liver, Male,3097846,242
663,2010,Tennessee, Myeloma, Female,3257465,109
664,2010,Tennessee, Myeloma, Male,3097846,143
665,2010,Texas, Breast, Female,12721701,2627
666,2010,Texas, Breast, Male,12520270,24
667,2010,Texas, Larynx, Female,12721701,40
668,2010,Texas, Larynx, Male,12520270,220
669,2010,Texas, Liver, Female,12721701,407
670,2010,Texas, Liver, Male,12520270,1043
671,2010,Texas, Myeloma, Female,12721701,337
672,2010,Texas, Myeloma, Male,12520270,400
673,2010,Utah, Breast, Female,1381236,257
674,2010,Utah, Liver, Female,1381236,22
675,2010,Utah, Liver, Male,1394096,47
676,2010,Utah, Myeloma, Female,1381236,21
677,2010,Utah, Myeloma, Male,1394096,38
678,2010,Vermont, Breast, Female,317616,83
679,2010,Vermont, Breast, Male,308263,0
680,2010,Vermont, Larynx, Female,317616,0
681,2010,Vermont, Liver, Male,308263,33
682,2010,Vermont, Myeloma, Female,317616,0
683,2010,Vermont, Myeloma, Male,308263,0
684,2010,Virginia, Breast, Female,4085573,1034
685,2010,Virginia, Breast, Male,3938126,0
686,2010,Virginia, Larynx, Female,4085573,19
687,2010,Virginia, Larynx, Male,3938126,72
688,2010,Virginia, Liver, Female,4085573,90
689,2010,Virginia, Liver, Male,3938126,249
690,2010,Virginia, Myeloma, Female,4085573,137
691,2010,Virginia, Myeloma, Male,3938126,153
692,2010,Washington DC, Breast, Female,319273,100
693,2010,Washington DC, Breast, Male,285953,0
694,2010,Washington DC, Liver, Female,319273,0
695,2010,Washington DC, Liver, Male,285953,39
696,2010,Washington DC, Myeloma, Female,319273,0
697,2010,Washington DC, Myeloma, Male,285953,16
698,2010,Washington, Breast, Female,3384406,817
699,2010,Washington, Larynx, Female,3384406,17
700,2010,Washington, Larynx, Male,3358424,52
701,2010,Washington, Liver, Female,3384406,83
702,2010,Washington, Liver, Male,3358424,245
703,2010,Washington, Myeloma, Female,3384406,102
704,2010,Washington, Myeloma, Male,3358424,127
705,2010,West Virginia, Breast, Female,939931,272
706,2010,West Virginia, Larynx, Male,914308,23
707,2010,West Virginia, Liver, Female,939931,19
708,2010,West Virginia, Liver, Male,914308,70
709,2010,West Virginia, Myeloma, Female,939931,37
710,2010,West Virginia, Myeloma, Male,914308,32
711,2010,Wisconsin, Breast, Female,2866299,767
712,2010,Wisconsin, Larynx, Female,2866299,0
713,2010,Wisconsin, Larynx, Male,2824176,57
714,2010,Wisconsin, Liver, Female,2866299,75
715,2010,Wisconsin, Liver, Male,2824176,177
716,2010,Wisconsin, Myeloma, Female,2866299,115
717,2010,Wisconsin, Myeloma, Male,2824176,123
718,2010,Wyoming, Breast, Female,276702,72
719,2010,Wyoming, Breast, Male,287785,0
720,2010,Wyoming, Larynx, Female,276702,0
721,2010,Wyoming, Liver, Male,287785,16
722,2010,Wyoming, Myeloma, Female,276702,0
723,2011,Alabama, Breast, Female,2470815,647
724,2011,Alabama, Larynx, Female,2470815,17
725,2011,Alabama, Larynx, Male,2328254,77
726,2011,Alabama, Liver, Female,2470815,82
727,2011,Alabama, Liver, Male,2328254,174
728,2011,Alabama, Myeloma, Female,2470815,98
729,2011,Alabama, Myeloma, Male,2328254,118
730,2011,Alaska, Breast, Female,346327,57
731,2011,Alaska, Breast, Male,375801,0
732,2011,Alaska, Larynx, Female,346327,0
733,2011,Alaska, Liver, Male,375801,30
734,2011,Arizona, Breast, Female,3254919,752
735,2011,Arizona, Larynx, Female,3254919,16
736,2011,Arizona, Larynx, Male,3217724,43
737,2011,Arizona, Liver, Female,3254919,109
738,2011,Arizona, Liver, Male,3217724,266
739,2011,Arizona, Myeloma, Female,3254919,84
740,2011,Arizona, Myeloma, Male,3217724,130
741,2011,Arkansas, Breast, Female,1496405,388
742,2011,Arkansas, Larynx, Male,1444262,27
743,2011,Arkansas, Liver, Female,1496405,51
744,2011,Arkansas, Liver, Male,1444262,162
745,2011,Arkansas, Myeloma, Female,1496405,56
746,2011,Arkansas, Myeloma, Male,1444262,57
747,2011,California, Breast, Female,18943047,4260
748,2011,California, Breast, Male,18695322,37
749,2011,California, Larynx, Female,18943047,54
750,2011,California, Larynx, Male,18695322,233
751,2011,California, Liver, Female,18943047,650
752,2011,California, Liver, Male,18695322,1574
753,2011,California, Myeloma, Female,18943047,508
754,2011,California, Myeloma, Male,18695322,623
755,2011,Colorado, Breast, Female,2554640,550
756,2011,Colorado, Larynx, Male,2566468,26
757,2011,Colorado, Liver, Female,2554640,48
758,2011,Colorado, Liver, Male,2566468,176
759,2011,Colorado, Myeloma, Female,2554640,54
760,2011,Colorado, Myeloma, Male,2566468,88
761,2011,Connecticut, Breast, Female,1840738,484
762,2011,Connecticut, Larynx, Male,1747545,32
763,2011,Connecticut, Liver, Female,1840738,38
764,2011,Connecticut, Liver, Male,1747545,118
765,2011,Connecticut, Myeloma, Female,1840738,53
766,2011,Connecticut, Myeloma, Male,1747545,70
767,2011,Delaware, Breast, Female,468129,128
768,2011,Delaware, Breast, Male,439252,0
769,2011,Delaware, Liver, Female,468129,16
770,2011,Delaware, Liver, Male,439252,37
771,2011,Delaware, Myeloma, Female,468129,22
772,2011,Delaware, Myeloma, Male,439252,19
773,2011,Florida, Breast, Female,9735378,2814
774,2011,Florida, Breast, Male,9317859,53
775,2011,Florida, Larynx, Female,9735378,68
776,2011,Florida, Larynx, Male,9317859,241
777,2011,Florida, Liver, Female,9735378,314
778,2011,Florida, Liver, Male,9317859,895
779,2011,Florida, Myeloma, Female,9735378,372
780,2011,Florida, Myeloma, Male,9317859,472
781,2011,Georgia, Breast, Female,5015863,1188
782,2011,Georgia, Breast, Male,4786568,0
783,2011,Georgia, Larynx, Female,5015863,25
784,2011,Georgia, Larynx, Male,4786568,96
785,2011,Georgia, Liver, Female,5015863,102
786,2011,Georgia, Liver, Male,4786568,306
787,2011,Georgia, Myeloma, Female,5015863,159
788,2011,Georgia, Myeloma, Male,4786568,187
789,2011,Hawaii, Breast, Female,688415,107
790,2011,Hawaii, Breast, Male,690914,0
791,2011,Hawaii, Larynx, Female,688415,0
792,2011,Hawaii, Larynx, Male,690914,0
793,2011,Hawaii, Liver, Female,688415,35
794,2011,Hawaii, Liver, Male,690914,72
795,2011,Hawaii, Myeloma, Female,688415,18
796,2011,Hawaii, Myeloma, Male,690914,22
797,2011,Idaho, Breast, Female,790779,193
798,2011,Idaho, Breast, Male,793131,0
799,2011,Idaho, Larynx, Female,790779,0
800,2011,Idaho, Larynx, Male,793131,0
801,2011,Idaho, Liver, Female,790779,18
802,2011,Idaho, Liver, Male,793131,47
803,2011,Idaho, Myeloma, Female,790779,0
804,2011,Idaho, Myeloma, Male,793131,27
805,2011,Illinois, Breast, Female,6555625,1815
806,2011,Illinois, Breast, Male,6311829,0
807,2011,Illinois, Larynx, Female,6555625,38
808,2011,Illinois, Larynx, Male,6311829,124
809,2011,Illinois, Liver, Female,6555625,157
810,2011,Illinois, Liver, Male,6311829,435
811,2011,Illinois, Myeloma, Female,6555625,229
812,2011,Illinois, Myeloma, Male,6311829,227
813,2011,Indiana, Breast, Female,3309931,879
814,2011,Indiana, Breast, Male,3206597,0
815,2011,Indiana, Larynx, Female,3309931,19
816,2011,Indiana, Larynx, Male,3206597,58
817,2011,Indiana, Liver, Female,3309931,100
818,2011,Indiana, Liver, Male,3206597,181
819,2011,Indiana, Myeloma, Female,3309931,121
820,2011,Indiana, Myeloma, Male,3206597,145
821,2011,Iowa, Breast, Female,1546331,408
822,2011,Iowa, Larynx, Male,1520005,28
823,2011,Iowa, Liver, Female,1546331,38
824,2011,Iowa, Liver, Male,1520005,89
825,2011,Iowa, Myeloma, Female,1546331,67
826,2011,Iowa, Myeloma, Male,1520005,75
827,2011,Kansas, Breast, Female,1445239,352
828,2011,Kansas, Larynx, Male,1423986,18
829,2011,Kansas, Liver, Female,1445239,35
830,2011,Kansas, Liver, Male,1423986,90
831,2011,Kansas, Myeloma, Female,1445239,46
832,2011,Kansas, Myeloma, Male,1423986,58
833,2011,Kentucky, Breast, Female,2220067,613
834,2011,Kentucky, Larynx, Female,2220067,18
835,2011,Kentucky, Larynx, Male,2149754,46
836,2011,Kentucky, Liver, Female,2220067,60
837,2011,Kentucky, Liver, Male,2149754,168
838,2011,Kentucky, Myeloma, Female,2220067,81
839,2011,Kentucky, Myeloma, Male,2149754,86
840,2011,Louisiana, Breast, Female,2336217,658
841,2011,Louisiana, Larynx, Female,2336217,0
842,2011,Louisiana, Larynx, Male,2239408,58
843,2011,Louisiana, Liver, Female,2336217,108
844,2011,Louisiana, Liver, Male,2239408,259
845,2011,Louisiana, Myeloma, Female,2336217,72
846,2011,Louisiana, Myeloma, Male,2239408,108
847,2011,Maine, Breast, Female,677913,163
848,2011,Maine, Larynx, Male,650371,28
849,2011,Maine, Liver, Female,677913,0
850,2011,Maine, Liver, Male,650371,44
851,2011,Maine, Myeloma, Female,677913,22
852,2011,Maine, Myeloma, Male,650371,32
853,2011,Maryland, Breast, Female,3013063,785
854,2011,Maryland, Breast, Male,2826356,0
855,2011,Maryland, Larynx, Female,3013063,16
856,2011,Maryland, Larynx, Male,2826356,61
857,2011,Maryland, Liver, Female,3013063,78
858,2011,Maryland, Liver, Male,2826356,261
859,2011,Maryland, Myeloma, Female,3013063,113
860,2011,Maryland, Myeloma, Male,2826356,112
861,2011,Massachusetts, Breast, Female,3412487,855
862,2011,Massachusetts, Breast, Male,3201096,0
863,2011,Massachusetts, Larynx, Female,3412487,24
864,2011,Massachusetts, Larynx, Male,3201096,63
865,2011,Massachusetts, Liver, Female,3412487,75
866,2011,Massachusetts, Liver, Male,3201096,263
867,2011,Massachusetts, Myeloma, Female,3412487,126
868,2011,Massachusetts, Myeloma, Male,3201096,134
869,2011,Michigan, Breast, Female,5034172,1431
870,2011,Michigan, Breast, Male,4848240,23
871,2011,Michigan, Larynx, Female,5034172,36
872,2011,Michigan, Larynx, Male,4848240,116
873,2011,Michigan, Liver, Female,5034172,148
874,2011,Michigan, Liver, Male,4848240,363
875,2011,Michigan, Myeloma, Female,5034172,197
876,2011,Michigan, Myeloma, Male,4848240,236
877,2011,Minnesota, Breast, Female,2691897,638
878,2011,Minnesota, Larynx, Female,2691897,0
879,2011,Minnesota, Larynx, Male,2654246,37
880,2011,Minnesota, Liver, Female,2691897,57
881,2011,Minnesota, Liver, Male,2654246,147
882,2011,Minnesota, Myeloma, Female,2691897,97
883,2011,Minnesota, Myeloma, Male,2654246,107
884,2011,Mississippi, Breast, Female,1531388,401
885,2011,Mississippi, Larynx, Male,1447343,33
886,2011,Mississippi, Liver, Female,1531388,59
887,2011,Mississippi, Liver, Male,1447343,159
888,2011,Mississippi, Myeloma, Female,1531388,44
889,2011,Mississippi, Myeloma, Male,1447343,60
890,2011,Missouri, Breast, Female,3065302,898
891,2011,Missouri, Larynx, Female,3065302,0
892,2011,Missouri, Larynx, Male,2944973,52
893,2011,Missouri, Liver, Female,3065302,93
894,2011,Missouri, Liver, Male,2944973,247
895,2011,Missouri, Myeloma, Female,3065302,121
896,2011,Missouri, Myeloma, Male,2944973,110
897,2011,Montana, Breast, Female,496927,134
898,2011,Montana, Breast, Male,500389,0
899,2011,Montana, Larynx, Female,496927,0
900,2011,Montana, Liver, Female,496927,0
901,2011,Montana, Liver, Male,500389,33
902,2011,Montana, Myeloma, Female,496927,18
903,2011,Montana, Myeloma, Male,500389,23
904,2011,Nebraska, Breast, Female,926658,206
905,2011,Nebraska, Larynx, Male,914014,0
906,2011,Nebraska, Liver, Female,926658,17
907,2011,Nebraska, Liver, Male,914014,65
908,2011,Nebraska, Myeloma, Female,926658,32
909,2011,Nebraska, Myeloma, Male,914014,34
910,2011,Nevada, Breast, Female,1344989,346
911,2011,Nevada, Larynx, Female,1344989,0
912,2011,Nevada, Larynx, Male,1367741,24
913,2011,Nevada, Liver, Female,1344989,42
914,2011,Nevada, Liver, Male,1367741,99
915,2011,Nevada, Myeloma, Female,1344989,38
916,2011,Nevada, Myeloma, Male,1367741,52
917,2011,New Hampshire, Breast, Female,668822,174
918,2011,New Hampshire, Breast, Male,651380,0
919,2011,New Hampshire, Larynx, Female,668822,0
920,2011,New Hampshire, Larynx, Male,651380,0
921,2011,New Hampshire, Liver, Female,668822,16
922,2011,New Hampshire, Liver, Male,651380,49
923,2011,New Hampshire, Myeloma, Female,668822,18
924,2011,New Hampshire, Myeloma, Male,651380,45
925,2011,New Jersey, Breast, Female,4527433,1396
926,2011,New Jersey, Breast, Male,4300684,0
927,2011,New Jersey, Larynx, Female,4527433,30
928,2011,New Jersey, Larynx, Male,4300684,99
929,2011,New Jersey, Liver, Female,4527433,92
930,2011,New Jersey, Liver, Male,4300684,304
931,2011,New Jersey, Myeloma, Female,4527433,174
932,2011,New Jersey, Myeloma, Male,4300684,167
933,2011,New Mexico, Breast, Female,1052267,249
934,2011,New Mexico, Breast, Male,1028183,0
935,2011,New Mexico, Larynx, Male,1028183,18
936,2011,New Mexico, Liver, Female,1052267,34
937,2011,New Mexico, Liver, Male,1028183,90
938,2011,New Mexico, Myeloma, Female,1052267,24
939,2011,New Mexico, Myeloma, Male,1028183,36
940,2011,New York, Breast, Female,10056466,2699
941,2011,New York, Breast, Male,9442775,27
942,2011,New York, Larynx, Female,10056466,63
943,2011,New York, Larynx, Male,9442775,185
944,2011,New York, Liver, Female,10056466,287
945,2011,New York, Liver, Male,9442775,689
946,2011,New York, Myeloma, Female,10056466,336
947,2011,New York, Myeloma, Male,9442775,325
948,2011,North Carolina, Breast, Female,4951273,1315
949,2011,North Carolina, Breast, Male,4706319,19
950,2011,North Carolina, Larynx, Female,4951273,19
951,2011,North Carolina, Larynx, Male,4706319,108
952,2011,North Carolina, Liver, Female,4951273,103
953,2011,North Carolina, Liver, Male,4706319,352
954,2011,North Carolina, Myeloma, Female,4951273,182
955,2011,North Carolina, Myeloma, Male,4706319,194
956,2011,North Dakota, Breast, Female,338061,83
957,2011,North Dakota, Breast, Male,347164,0
958,2011,North Dakota, Larynx, Female,338061,0
959,2011,North Dakota, Liver, Male,347164,0
960,2011,North Dakota, Myeloma, Female,338061,0
961,2011,North Dakota, Myeloma, Male,347164,18
962,2011,Ohio, Breast, Female,5905480,1803
963,2011,Ohio, Breast, Male,5639183,24
964,2011,Ohio, Larynx, Female,5905480,45
965,2011,Ohio, Larynx, Male,5639183,139
966,2011,Ohio, Liver, Female,5905480,146
967,2011,Ohio, Liver, Male,5639183,412
968,2011,Ohio, Myeloma, Female,5905480,216
969,2011,Ohio, Myeloma, Male,5639183,274
970,2011,Oklahoma, Breast, Female,1913991,541
971,2011,Oklahoma, Larynx, Female,1913991,0
972,2011,Oklahoma, Larynx, Male,1874388,37
973,2011,Oklahoma, Liver, Female,1913991,63
974,2011,Oklahoma, Liver, Male,1874388,167
975,2011,Oklahoma, Myeloma, Female,1913991,73
976,2011,Oklahoma, Myeloma, Male,1874388,76
977,2011,Oregon, Breast, Female,1956364,500
978,2011,Oregon, Breast, Male,1915672,0
979,2011,Oregon, Larynx, Male,1915672,28
980,2011,Oregon, Liver, Female,1956364,46
981,2011,Oregon, Liver, Male,1915672,164
982,2011,Oregon, Myeloma, Female,1956364,63
983,2011,Oregon, Myeloma, Male,1915672,96
984,2011,Pennsylvania, Breast, Female,6528151,2057
985,2011,Pennsylvania, Breast, Male,6217664,22
986,2011,Pennsylvania, Larynx, Female,6528151,52
987,2011,Pennsylvania, Larynx, Male,6217664,139
988,2011,Pennsylvania, Liver, Female,6528151,179
989,2011,Pennsylvania, Liver, Male,6217664,470
990,2011,Pennsylvania, Myeloma, Female,6528151,273
991,2011,Pennsylvania, Myeloma, Male,6217664,293
992,2011,Puerto Rico, Breast, Female,1915291,432
993,2011,Puerto Rico, Larynx, Male,1763441,41
994,2011,Puerto Rico, Liver, Female,1915291,86
995,2011,Puerto Rico, Liver, Male,1763441,195
996,2011,Puerto Rico, Myeloma, Female,1915291,64
997,2011,Puerto Rico, Myeloma, Male,1763441,76
998,2011,Rhode Island, Breast, Female,543979,144
999,2011,Rhode Island, Larynx, Female,543979,0
1000,2011,Rhode Island, Larynx, Male,509670,0
1001,2011,Rhode Island, Liver, Female,543979,18
1002,2011,Rhode Island, Liver, Male,509670,42
1003,2011,Rhode Island, Myeloma, Female,543979,24
1004,2011,Rhode Island, Myeloma, Male,509670,18
1005,2011,South Carolina, Breast, Female,2400816,717
1006,2011,South Carolina, Larynx, Female,2400816,0
1007,2011,South Carolina, Larynx, Male,2271178,64
1008,2011,South Carolina, Liver, Female,2400816,69
1009,2011,South Carolina, Liver, Male,2271178,183
1010,2011,South Carolina, Myeloma, Female,2400816,83
1011,2011,South Carolina, Myeloma, Male,2271178,93
1012,2011,South Dakota, Breast, Female,410218,125
1013,2011,South Dakota, Breast, Male,413361,0
1014,2011,South Dakota, Larynx, Female,410218,0
1015,2011,South Dakota, Liver, Male,413361,18
1016,2011,South Dakota, Myeloma, Female,410218,22
1017,2011,South Dakota, Myeloma, Male,413361,17
1018,2011,Tennessee, Breast, Female,3280460,867
1019,2011,Tennessee, Breast, Male,3118831,0
1020,2011,Tennessee, Larynx, Female,3280460,19
1021,2011,Tennessee, Larynx, Male,3118831,85
1022,2011,Tennessee, Liver, Female,3280460,95
1023,2011,Tennessee, Liver, Male,3118831,286
1024,2011,Tennessee, Myeloma, Female,3280460,114
1025,2011,Tennessee, Myeloma, Male,3118831,138
1026,2011,Texas, Breast, Female,12925761,2630
1027,2011,Texas, Breast, Male,12719868,22
1028,2011,Texas, Larynx, Female,12925761,43
1029,2011,Texas, Larynx, Male,12719868,226
1030,2011,Texas, Liver, Female,12925761,458
1031,2011,Texas, Liver, Male,12719868,1223
1032,2011,Texas, Myeloma, Female,12925761,306
1033,2011,Texas, Myeloma, Male,12719868,417
1034,2011,Utah, Breast, Female,1400557,244
1035,2011,Utah, Liver, Female,1400557,22
1036,2011,Utah, Liver, Male,1413827,61
1037,2011,Utah, Myeloma, Female,1400557,22
1038,2011,Utah, Myeloma, Male,1413827,43
1039,2011,Vermont, Breast, Female,317885,81
1040,2011,Vermont, Breast, Male,309164,0
1041,2011,Vermont, Larynx, Female,317885,0
1042,2011,Vermont, Liver, Male,309164,17
1043,2011,Vermont, Myeloma, Female,317885,0
1044,2011,Vermont, Myeloma, Male,309164,0
1045,2011,Virginia, Breast, Female,4123022,1084
1046,2011,Virginia, Breast, Male,3978133,16
1047,2011,Virginia, Larynx, Female,4123022,0
1048,2011,Virginia, Larynx, Male,3978133,72
1049,2011,Virginia, Liver, Female,4123022,92
1050,2011,Virginia, Liver, Male,3978133,272
1051,2011,Virginia, Myeloma, Female,4123022,142
1052,2011,Virginia, Myeloma, Male,3978133,165
1053,2011,Washington DC, Breast, Female,326399,89
1054,2011,Washington DC, Breast, Male,293401,0
1055,2011,Washington DC, Liver, Female,326399,0
1056,2011,Washington DC, Liver, Male,293401,35
1057,2011,Washington DC, Myeloma, Female,326399,0
1058,2011,Washington DC, Myeloma, Male,293401,0
1059,2011,Washington, Breast, Female,3424042,827
1060,2011,Washington, Larynx, Female,3424042,0
1061,2011,Washington, Larynx, Male,3402585,43
1062,2011,Washington, Liver, Female,3424042,86
1063,2011,Washington, Liver, Male,3402585,292
1064,2011,Washington, Myeloma, Female,3424042,112
1065,2011,Washington, Myeloma, Male,3402585,121
1066,2011,West Virginia, Breast, Female,940339,303
1067,2011,West Virginia, Larynx, Male,915962,21
1068,2011,West Virginia, Liver, Female,940339,22
1069,2011,West Virginia, Liver, Male,915962,64
1070,2011,West Virginia, Myeloma, Female,940339,54
1071,2011,West Virginia, Myeloma, Male,915962,40
1072,2011,Wisconsin, Breast, Female,2873333,783
1073,2011,Wisconsin, Larynx, Female,2873333,0
1074,2011,Wisconsin, Larynx, Male,2831955,42
1075,2011,Wisconsin, Liver, Female,2873333,50
1076,2011,Wisconsin, Liver, Male,2831955,177
1077,2011,Wisconsin, Myeloma, Female,2873333,95
1078,2011,Wisconsin, Myeloma, Male,2831955,132
1079,2011,Wyoming, Breast, Female,278036,70
1080,2011,Wyoming, Breast, Male,289263,0
1081,2011,Wyoming, Larynx, Female,278036,0
1082,2011,Wyoming, Liver, Male,289263,0
1083,2011,Wyoming, Myeloma, Female,278036,0
1084,2012,Alabama, Breast, Female,2479878,691
1085,2012,Alabama, Larynx, Female,2479878,20
1086,2012,Alabama, Larynx, Male,2335710,56
1087,2012,Alabama, Liver, Female,2479878,102
1088,2012,Alabama, Liver, Male,2335710,220
1089,2012,Alabama, Myeloma, Female,2479878,94
1090,2012,Alabama, Myeloma, Male,2335710,116
1091,2012,Alaska, Breast, Female,349613,58
1092,2012,Alaska, Breast, Male,380830,0
1093,2012,Alaska, Larynx, Female,349613,0
1094,2012,Alaska, Liver, Male,380830,23
1095,2012,Arizona, Breast, Female,3295980,750
1096,2012,Arizona, Larynx, Female,3295980,0
1097,2012,Arizona, Larynx, Male,3258998,41
1098,2012,Arizona, Liver, Female,3295980,108
1099,2012,Arizona, Liver, Male,3258998,283
1100,2012,Arizona, Myeloma, Female,3295980,93
1101,2012,Arizona, Myeloma, Male,3258998,124
1102,2012,Arkansas, Breast, Female,1502043,444
1103,2012,Arkansas, Larynx, Male,1450121,40
1104,2012,Arkansas, Liver, Female,1502043,61
1105,2012,Arkansas, Liver, Male,1450121,150
1106,2012,Arkansas, Myeloma, Female,1502043,53
1107,2012,Arkansas, Myeloma, Male,1450121,54
1108,2012,California, Breast, Female,19100068,4479
1109,2012,California, Breast, Male,18848732,29
1110,2012,California, Larynx, Female,19100068,39
1111,2012,California, Larynx, Male,18848732,258
1112,2012,California, Liver, Female,19100068,700
1113,2012,California, Liver, Male,18848732,1757
1114,2012,California, Myeloma, Female,19100068,563
1115,2012,California, Myeloma, Male,18848732,656
1116,2012,Colorado, Breast, Female,2589445,579
1117,2012,Colorado, Larynx, Male,2603202,29
1118,2012,Colorado, Liver, Female,2589445,59
1119,2012,Colorado, Liver, Male,2603202,169
1120,2012,Colorado, Myeloma, Female,2589445,72
1121,2012,Colorado, Myeloma, Male,2603202,77
1122,2012,Connecticut, Breast, Female,1843309,479
1123,2012,Connecticut, Larynx, Male,1751238,26
1124,2012,Connecticut, Liver, Female,1843309,29
1125,2012,Connecticut, Liver, Male,1751238,144
1126,2012,Connecticut, Myeloma, Female,1843309,71
1127,2012,Connecticut, Myeloma, Male,1751238,67
1128,2012,Delaware, Breast, Female,471942,136
1129,2012,Delaware, Breast, Male,443237,0
1130,2012,Delaware, Liver, Female,471942,0
1131,2012,Delaware, Liver, Male,443237,44
1132,2012,Delaware, Myeloma, Female,471942,17
1133,2012,Delaware, Myeloma, Male,443237,21
1134,2012,Florida, Breast, Female,9862824,2848
1135,2012,Florida, Breast, Male,9434998,24
1136,2012,Florida, Larynx, Female,9862824,66
1137,2012,Florida, Larynx, Male,9434998,246
1138,2012,Florida, Liver, Female,9862824,299
1139,2012,Florida, Liver, Male,9434998,900
1140,2012,Florida, Myeloma, Female,9862824,395
1141,2012,Florida, Myeloma, Male,9434998,458
1142,2012,Georgia, Breast, Female,5067200,1175
1143,2012,Georgia, Breast, Male,4834230,16
1144,2012,Georgia, Larynx, Female,5067200,20
1145,2012,Georgia, Larynx, Male,4834230,74
1146,2012,Georgia, Liver, Female,5067200,143
1147,2012,Georgia, Liver, Male,4834230,364
1148,2012,Georgia, Myeloma, Female,5067200,168
1149,2012,Georgia, Myeloma, Male,4834230,182
1150,2012,Hawaii, Breast, Female,695435,138
1151,2012,Hawaii, Breast, Male,699369,0
1152,2012,Hawaii, Larynx, Female,695435,0
1153,2012,Hawaii, Larynx, Male,699369,0
1154,2012,Hawaii, Liver, Female,695435,39
1155,2012,Hawaii, Liver, Male,699369,72
1156,2012,Hawaii, Myeloma, Female,695435,20
1157,2012,Hawaii, Myeloma, Male,699369,27
1158,2012,Idaho, Breast, Female,796523,144
1159,2012,Idaho, Breast, Male,798801,0
1160,2012,Idaho, Larynx, Female,796523,0
